ID,cut,color,clarity,depth,table,price,x,y,z
4661,Premium,H,VS2,62.8,56.0,5364,6.41,6.37,4.01
4662,,H,SI1,62.1,57.0,4801,6.51,6.51,4.04
4663,Ideal,H,SI1,61.2,57.0,876,4.79,4.76,2.92
4664,Ideal,E,VVS2,62.5,57.0,2250,5.13,5.17,3.22
4665,Premium,G,SI1,,60.0,552,4.53,,2.84
4666,Premium,E,VS1,60.4,59.0,734,4.36,4.38,2.64
4667,Premium,F,SI1,61.5,60.0,2382,5.81,5.73,3.55
4668,Premium,G,VS2,59.3,59.0,2657,5.8,5.76,3.43
4669,Good,F,VS1,63.5,57.0,436,4.02,4.04,2.56
4670,Very Good,D,SI1,62.9,56.0,549,4.38,4.39,2.76
4671,Very Good,F,VS1,61.6,59.0,2895,5.68,5.78,3.53
4672,Ideal,J,VVS1,61.2,56.0,6919,7.03,7.03,4.3
4673,Ideal,F,VS1,61.3,57.0,1031,4.8,4.86,2.96
4674,Premium,H,SI1,60.5,59.0,10520,7.46,7.41,4.5
4675,Very Good,H,SI1,62.6,59.0,4242,6.28,6.33,3.95
4676,,F,SI2,62.7,54.0,3218,6.06,6.16,3.83
4677,Premium,F,VS2,62.0,58.0,1654,5.11,5.02,3.14
4678,Very Good,G,VS2,62.7,57.0,1607,5.23,5.3,3.3
4679,Premium,F,VVS2,61.5,58.0,1196,4.85,4.9,3.0
4680,Very Good,F,VVS1,62.2,55.0,1914,5.01,5.05,3.13
4681,Premium,I,SI1,62.0,56.0,5285,6.88,6.84,4.25
4682,Ideal,H,VS2,62.5,56.0,1412,5.17,5.16,3.23
4683,Ideal,F,VS2,61.9,54.0,7013,6.44,6.48,4.0
4684,Ideal,G,SI2,61.2,55.0,4425,6.79,6.86,4.18
4685,Ideal,E,SI1,62.7,57.0,5599,6.43,6.37,4.01
4686,Premium,J,VS2,62.3,59.0,5396,6.87,6.84,4.27
4687,Good,E,SI1,64.2,61.0,4967,6.42,6.33,4.09
4688,Ideal,G,VS1,61.6,54.0,7992,6.67,6.7,4.12
4689,Ideal,G,VVS1,61.8,54.5,853,4.54,4.59,2.82
4690,Very Good,J,VVS2,62.6,60.0,8055,7.18,7.24,4.51
4691,Premium,G,VS1,62.8,58.0,802,4.36,4.3,2.72
4692,Ideal,G,VS1,61.5,56.0,3524,5.76,5.81,3.56
4693,Very Good,I,SI1,,55.0,16802,8.44,,5.29
4694,Premium,D,SI2,61.2,58.0,3958,6.21,6.25,3.81
4695,Good,E,SI1,60.8,64.0,4853,6.31,6.23,3.81
4696,Good,E,SI1,64.0,53.0,13288,7.68,7.55,4.87
4697,Very Good,E,SI1,62.5,58.0,1438,5.04,5.11,3.17
4698,Very Good,H,VS1,62.2,57.0,4323,6.1,6.15,3.81
4699,Very Good,G,VVS1,63.0,55.0,710,4.29,4.31,2.71
4700,Premium,D,VVS1,60.8,58.0,1167,4.53,4.55,2.76
4701,Ideal,E,SI1,61.0,57.0,2704,5.83,5.8,3.55
4702,Ideal,I,VS1,61.7,56.0,7485,6.9,6.95,4.27
4703,Premium,I,VVS1,63.0,58.0,1619,5.12,5.1,3.22
4704,Ideal,H,SI2,,57.0,2122,5.92,,3.66
4705,Very Good,D,VVS2,,59.0,2115,5.02,,3.12
4706,Very Good,D,SI2,62.6,55.0,460,4.3,4.33,2.7
4707,Ideal,H,SI2,61.6,54.0,4611,6.5,6.55,4.02
4708,,H,VS2,62.7,56.0,6344,6.58,6.62,4.14
4709,Good,J,VS1,60.4,64.0,4129,6.47,6.44,3.9
4710,Premium,D,SI2,60.7,56.0,630,4.46,4.43,2.7
4711,Good,F,SI1,63.9,62.0,2188,5.69,5.64,3.62
4712,Good,D,SI1,57.1,62.0,2450,5.93,5.88,3.37
4713,Ideal,G,VS1,62.4,56.0,2671,5.66,5.71,3.55
4714,Ideal,F,SI1,60.5,57.0,991,4.9,4.85,2.95
4715,Premium,E,SI1,61.6,58.0,3355,5.92,5.96,3.66
4716,Good,F,IF,58.7,61.0,796,4.35,4.41,2.57
4717,Very Good,D,VS1,,62.0,667,4.46,,2.58
4718,Very Good,E,SI2,63.8,56.0,3482,6.08,6.11,3.89
4719,Good,I,I1,58.0,59.0,2540,6.67,6.61,3.85
4720,Premium,G,VS1,,58.0,6759,6.42,,3.93
4721,Premium,H,VS2,61.4,59.0,6333,6.79,6.77,4.16
4722,,E,VVS2,61.4,55.0,950,4.34,4.36,2.67
4723,Ideal,I,VS2,62.1,53.0,466,4.4,4.45,2.75
4724,Premium,G,IF,62.9,60.0,8120,6.37,6.32,3.99
4725,Good,I,VS1,58.9,62.0,4887,6.63,6.72,3.93
4726,Premium,I,VS1,61.2,59.0,5540,6.86,6.83,4.19
4727,Ideal,G,VS2,62.2,57.0,526,4.27,4.31,2.67
4728,Premium,G,SI1,62.6,58.0,477,4.35,4.37,2.73
4729,Fair,F,VS2,56.7,64.0,729,4.44,4.38,2.5
4730,,I,VS2,62.3,58.0,5387,6.78,6.76,4.22
4731,Premium,E,VVS1,60.6,60.0,14192,6.95,6.85,4.18
4732,Good,F,VS1,58.4,61.0,373,4.08,4.14,2.4
4733,Premium,E,SI1,,58.0,1315,5.08,,3.19
4734,Premium,I,VVS2,60.8,59.0,561,4.39,4.43,2.68
4735,Premium,H,VS2,62.3,59.0,11194,7.34,7.3,4.56
4736,Ideal,G,VVS2,62.0,54.0,708,4.38,4.42,2.73
4737,Premium,I,SI2,58.8,58.0,17000,8.7,8.65,5.1
4738,Ideal,F,SI1,62.0,57.0,474,4.29,4.36,2.68
4739,Very Good,G,IF,59.4,56.0,917,4.59,4.63,2.74
4740,Premium,D,VVS2,62.0,58.0,1294,4.73,4.79,2.95
4741,Ideal,F,VVS2,62.2,56.0,2960,5.48,5.51,3.42
4742,Ideal,E,VS2,60.5,58.0,7796,6.66,6.72,4.05
4743,,F,VS2,62.5,58.0,1605,5.17,5.13,3.22
4744,Very Good,G,SI1,60.2,58.0,2603,5.71,5.75,3.45
4745,Ideal,F,IF,62.2,57.0,1123,4.35,4.3,2.69
4746,Premium,G,VS2,61.2,59.0,5131,6.44,6.36,3.92
4747,Fair,I,VS2,62.2,66.0,4553,6.75,6.63,4.16
4748,Ideal,G,VVS2,61.7,56.0,17605,7.6,7.6,4.69
4749,Premium,G,SI2,62.5,58.0,4969,6.72,6.69,4.19
4750,Premium,F,VVS2,61.3,59.0,571,3.99,3.94,2.43
4751,,H,VVS1,63.4,58.0,2682,5.63,5.6,3.56
4752,Ideal,G,VVS1,62.3,56.0,10723,6.85,6.9,4.28
4753,Good,G,SI1,63.6,57.0,462,4.3,4.31,2.74
4754,Ideal,F,VS2,61.2,57.0,3052,5.94,5.96,3.64
4755,Premium,F,SI2,62.9,58.0,4399,6.61,6.56,4.14
4756,Fair,J,VS1,61.3,66.0,2004,5.93,5.82,3.6
4757,Ideal,D,SI1,62.4,56.0,571,4.3,4.35,2.7
4758,Good,H,SI2,58.6,64.0,2262,6.02,5.93,3.5
4759,Ideal,D,VVS1,62.1,54.0,3373,5.16,5.18,3.21
4760,Good,E,I1,57.3,58.0,3105,7.53,7.41,4.28
4761,Good,D,IF,63.4,59.0,15081,6.25,6.39,4.01
4762,Ideal,I,VS2,62.6,57.0,9586,7.26,7.3,4.56
4763,Very Good,E,SI1,60.1,60.0,2968,5.9,5.95,3.56
4764,Very Good,H,SI1,61.4,55.0,446,4.34,4.45,2.7
4765,Ideal,F,SI2,62.1,57.0,4593,6.12,6.15,3.81
4766,Very Good,E,SI1,,58.0,1381,5.21,,3.3
4767,Very Good,F,SI1,60.5,58.0,7373,6.91,6.98,4.2
4768,Ideal,E,SI1,62.9,57.0,1624,5.1,5.08,3.2
4769,Premium,F,SI2,62.2,58.0,507,4.33,4.22,2.66
4770,Very Good,G,VS2,,57.0,3171,5.84,,3.6
4771,Premium,H,SI2,61.0,57.0,5434,7.01,6.96,4.26
4772,Ideal,G,VVS2,62.3,56.0,1838,5.04,5.1,3.16
4773,Ideal,E,VVS2,62.2,57.0,4082,5.78,5.83,3.61
4774,Very Good,F,SI1,59.4,60.0,2703,5.85,5.86,3.48
4775,Ideal,G,VVS1,62.0,56.0,1150,4.77,4.81,2.97
4776,Very Good,I,VVS2,61.8,56.0,9416,7.36,7.4,4.56
4777,Good,H,VS2,63.4,59.0,6710,6.74,6.77,4.28
4778,Premium,E,SI1,61.2,58.0,672,4.42,4.37,2.69
4779,Very Good,I,VS2,62.4,57.0,435,4.31,4.35,2.7
4780,Very Good,G,SI2,63.0,57.0,408,4.31,4.35,2.73
4781,Fair,E,SI1,68.3,56.0,830,4.84,4.65,3.24
4782,Premium,J,I1,,59.0,2602,6.43,,3.89
4783,Ideal,F,VVS2,,56.0,694,4.31,,2.66
4784,Premium,F,SI1,60.0,60.0,8400,7.48,7.41,4.47
4785,Premium,J,SI1,60.7,58.0,9270,7.79,7.72,4.71
4786,Ideal,I,VVS1,61.8,57.0,875,4.72,4.76,2.93
4787,Ideal,I,VS1,63.0,60.0,10214,7.31,7.27,4.59
4788,Ideal,G,VS1,61.8,58.0,7178,6.4,6.42,3.96
4789,Premium,E,VS2,61.6,59.0,1049,4.83,4.81,2.97
4790,Ideal,E,VS1,61.8,57.0,2145,5.31,5.3,3.28
4791,Ideal,D,VVS2,61.3,56.0,885,4.49,4.52,2.76
4792,,G,VS1,62.3,54.2,1943,5.3,5.33,3.31
4793,Ideal,E,VS2,61.5,55.0,984,4.54,4.5,2.78
4794,Good,D,VS1,63.7,55.0,17111,7.28,7.22,4.62
4795,Very Good,H,SI2,63.1,57.0,14150,8.02,7.98,5.05
4796,,H,VVS2,60.7,58.0,605,4.34,4.33,2.63
4797,Very Good,F,SI1,59.8,58.0,1401,5.36,5.41,3.22
4798,Good,E,VS2,63.5,56.0,1554,5.07,5.11,3.23
4799,,F,VS2,61.8,53.0,8669,6.83,6.82,4.22
4800,Premium,I,SI1,61.0,59.0,554,4.4,4.35,2.67
4801,Very Good,H,VS1,62.6,58.0,807,4.69,4.71,2.94
4802,Very Good,D,SI1,62.7,56.0,6047,6.4,6.46,4.03
4803,Premium,D,VS1,61.4,58.0,1140,4.67,4.62,2.85
4804,Ideal,G,VVS2,61.6,56.0,9632,6.76,6.82,4.18
4805,Ideal,H,VS1,62.8,57.0,720,4.35,4.34,2.73
4806,Premium,E,SI1,61.4,56.0,969,4.8,4.78,2.94
4807,Ideal,D,VS1,62.4,55.0,3629,5.73,5.74,3.58
4808,Very Good,D,VS2,62.0,53.0,912,4.78,4.83,2.98
4809,Ideal,D,SI1,62.2,54.0,565,4.37,4.38,2.72
4810,Ideal,I,SI1,61.1,56.0,4749,6.62,6.57,4.03
4811,Ideal,E,I1,62.0,57.0,3450,6.4,6.37,3.96
4812,Ideal,F,VVS1,62.2,56.0,814,4.27,4.31,2.67
4813,Premium,F,VS2,59.8,60.0,5923,6.4,6.37,3.82
4814,Premium,I,SI2,62.5,59.0,3696,6.56,6.5,4.08
4815,Good,F,SI1,,57.0,1388,5.29,,3.35
4816,Ideal,H,SI2,61.2,57.0,4325,6.47,6.51,3.97
4817,Very Good,D,SI2,60.8,58.0,3909,6.26,6.3,3.82
4818,,I,SI1,61.8,55.0,4602,6.4,6.44,3.97
4819,Premium,F,I1,61.9,60.0,2781,6.39,6.35,3.94
4820,,G,SI1,62.4,56.0,2250,5.66,5.71,3.55
4821,Premium,F,SI1,61.5,60.0,2471,5.67,5.74,3.51
4822,Ideal,E,VS2,59.3,58.0,681,4.53,4.51,2.68
4823,Premium,I,VS2,58.3,61.0,11360,7.93,7.86,4.6
4824,Premium,F,VS2,61.4,60.0,17766,7.7,7.63,4.71
4825,Premium,I,SI2,62.5,58.0,15169,8.31,8.27,5.18
4826,,D,VVS2,59.4,62.0,668,4.06,4.05,2.41
4827,,E,VS1,61.3,56.0,2086,5.29,5.34,3.26
4828,Fair,D,SI1,64.5,58.0,1323,5.01,4.98,3.22
4829,Very Good,G,VVS2,62.2,55.0,540,4.23,4.26,2.64
4830,,D,SI1,62.2,57.0,1654,5.11,5.08,3.17
4831,Ideal,D,SI1,,56.0,2891,5.77,,3.54
4832,Very Good,E,VVS2,62.4,57.0,758,4.28,4.31,2.68
4833,Premium,F,SI2,59.8,57.0,2867,6.14,6.11,3.66
4834,,E,VS2,64.6,57.0,367,3.88,3.92,2.52
4835,Premium,F,VS2,61.9,59.0,629,4.52,4.56,2.81
4836,Premium,J,VVS1,60.2,58.0,994,4.82,4.78,2.89
4837,Good,F,SI1,58.3,58.0,676,4.92,4.96,2.88
4838,Very Good,D,VS2,62.7,58.4,1311,4.83,4.87,3.04
4839,Ideal,E,SI2,61.2,57.0,10340,7.41,7.46,4.55
4840,Ideal,I,SI2,61.1,58.0,7362,7.34,7.42,4.51
4841,Ideal,D,VS2,62.8,56.0,11409,7.08,7.02,4.43
4842,Very Good,E,SI2,63.3,59.0,4479,6.43,6.31,4.03
4843,Ideal,H,VS1,61.7,55.0,668,4.64,4.66,2.87
4844,Premium,E,SI2,59.1,60.0,3701,6.31,6.25,3.71
4845,Ideal,F,SI1,61.9,55.0,11526,7.44,7.35,4.58
4846,Premium,G,SI1,59.8,59.0,9600,7.47,7.45,4.46
4847,,H,SI2,60.5,59.0,16629,8.34,8.26,5.02
4848,Premium,H,SI1,62.9,59.0,4275,6.44,6.41,4.04
4849,Premium,J,SI2,63.0,59.0,2717,6.15,6.11,3.86
4850,Premium,G,VVS2,60.7,58.0,1913,5.25,5.19,3.17
4851,Ideal,D,VS2,62.3,56.0,1002,4.46,4.43,2.77
4852,Ideal,D,VS2,61.8,55.0,911,4.36,4.31,2.68
4853,Very Good,H,SI1,62.2,58.0,7388,6.98,7.0,4.35
4854,Very Good,H,SI1,59.6,58.0,10447,7.61,7.65,4.55
4855,Ideal,J,SI1,61.9,56.0,4678,6.82,6.79,4.21
4856,,D,SI2,61.9,55.0,1412,5.25,5.18,3.23
4857,Fair,J,VS2,65.1,56.0,1030,5.06,5.01,3.28
4858,Ideal,F,IF,61.6,55.0,1113,4.45,4.44,2.74
4859,Ideal,G,VS2,61.5,57.0,720,4.41,4.4,2.71
4860,Good,J,SI2,64.7,54.0,1141,5.39,5.43,3.5
4861,Premium,D,SI2,58.6,62.0,8366,7.58,7.46,4.41
4862,Premium,H,VS2,60.2,61.0,17069,8.14,8.05,4.87
4863,Ideal,F,SI2,61.5,55.0,619,4.73,4.76,2.92
4864,Fair,J,VS1,61.9,67.0,1869,5.8,5.71,3.56
4865,Good,F,VVS1,,54.0,977,4.38,,2.77
4866,Very Good,F,SI2,62.8,60.0,8581,7.25,7.31,4.57
4867,Premium,H,VVS1,61.6,59.0,731,4.36,4.41,2.7
4868,Ideal,E,VVS1,60.9,57.0,954,4.41,4.45,2.7
4869,Ideal,H,SI1,61.8,56.0,4386,6.18,6.22,3.83
4870,Very Good,I,SI2,60.9,63.0,7635,7.52,7.53,4.58
4871,Ideal,G,SI1,62.1,57.0,18736,8.07,8.1,5.02
4872,Very Good,F,VS2,63.4,55.0,6381,6.34,6.28,4.0
4873,,H,VVS2,61.3,56.0,778,4.38,4.4,2.69
4874,Ideal,F,VS2,63.0,57.0,1080,4.72,4.67,2.96
4875,Good,J,SI2,,57.0,629,4.8,,3.04
4876,Fair,F,I1,65.3,60.0,2134,6.39,6.32,4.15
4877,Ideal,H,VS2,62.3,56.0,2398,5.64,5.72,3.54
4878,Ideal,G,VS1,61.7,56.0,7951,6.48,6.51,4.01
4879,Very Good,E,SI1,63.2,56.0,1837,5.38,5.31,3.38
4880,Good,G,SI2,57.3,61.0,3424,6.81,6.76,3.89
4881,Ideal,G,VVS1,62.4,55.0,2004,5.09,5.14,3.19
4882,Ideal,G,VS2,61.8,56.0,1758,5.38,5.36,3.32
4883,,E,SI2,61.8,59.0,4759,6.41,6.47,3.98
4884,Very Good,E,SI2,61.5,58.0,5236,6.67,6.72,4.12
4885,Ideal,I,IF,61.6,56.0,7206,6.78,6.83,4.19
4886,Premium,D,VS1,60.6,58.0,3893,5.97,5.87,3.59
4887,Very Good,G,SI1,61.4,61.0,666,4.62,4.66,2.85
4888,Premium,G,VS2,60.4,58.0,966,4.78,4.76,2.88
4889,Premium,I,SI2,62.4,62.0,2708,6.62,6.56,4.11
4890,Premium,G,VS2,61.0,58.0,17614,7.77,7.75,4.73
4891,Premium,J,SI1,59.1,57.0,2199,6.1,6.05,3.59
4892,Very Good,H,VS2,61.3,55.0,644,4.67,4.66,2.86
4893,Ideal,G,VS2,62.7,54.0,742,4.42,4.41,2.77
4894,Very Good,H,VS1,59.7,57.0,10496,7.47,7.56,4.49
4895,Very Good,G,VS2,63.1,57.0,5918,6.35,6.4,4.02
4896,Good,D,VS2,63.1,57.0,7863,6.61,6.63,4.18
4897,Ideal,J,VVS1,62.2,59.0,9814,7.29,7.33,4.55
4898,,G,SI2,62.0,57.0,8737,7.31,7.26,4.52
4899,Ideal,F,SI1,61.8,55.0,1414,5.26,5.22,3.24
4900,Ideal,H,SI1,,57.0,1445,5.39,,3.3
4901,Premium,E,IF,59.8,59.0,11025,6.65,6.62,3.97
4902,Fair,H,VS2,65.2,56.0,12765,7.93,7.86,5.15
4903,Ideal,H,SI1,62.0,57.0,5220,6.51,6.56,4.05
4904,Very Good,G,VS1,62.1,55.0,645,4.41,4.45,2.75
4905,Very Good,H,SI1,60.1,61.0,683,4.76,4.83,2.88
4906,,E,SI2,60.1,62.0,4453,6.57,6.6,3.96
4907,Premium,H,SI1,60.8,60.0,4384,6.61,6.52,3.99
4908,Ideal,I,VS1,61.2,55.2,513,4.33,4.36,2.66
4909,Ideal,G,SI1,62.5,55.0,4259,6.18,6.2,3.87
4910,Very Good,E,VVS2,63.8,59.0,1074,4.67,4.67,2.98
4911,,G,VS1,62.4,56.0,1689,5.11,5.14,3.2
4912,Premium,E,SI2,61.7,61.0,2614,5.93,5.9,3.65
4913,Ideal,I,VVS1,61.6,54.0,848,4.88,4.92,3.02
4914,Very Good,F,SI2,59.8,59.0,1940,5.75,5.82,3.46
4915,Good,E,VS2,61.6,61.0,2269,5.56,5.61,3.44
4916,Fair,F,SI2,65.1,60.0,3740,6.19,6.1,4.0
4917,Fair,H,VS1,66.1,56.0,14199,7.79,7.71,5.12
4918,Very Good,D,VS2,62.9,58.0,3533,5.8,5.87,3.67
4919,Ideal,G,VS2,61.4,57.0,1910,5.68,5.69,3.49
4920,Very Good,E,SI2,60.6,56.0,1113,5.17,5.23,3.15
4921,Premium,G,VS1,60.8,62.0,1629,5.09,5.07,3.09
4922,Ideal,G,VVS1,61.2,57.0,9214,6.73,6.64,4.09
4923,Premium,I,VS2,61.1,59.0,11256,7.56,7.63,4.64
4924,Ideal,E,VVS2,61.7,57.0,789,4.31,4.34,2.67
4925,Ideal,G,IF,61.7,53.0,891,4.37,4.42,2.71
4926,,J,VS1,62.7,58.0,1989,5.67,5.72,3.57
4927,Fair,J,SI1,64.4,61.0,11212,7.74,7.78,5.0
4928,Premium,F,VS1,60.8,55.0,1092,4.76,4.72,2.88
4929,Very Good,E,VVS2,61.0,59.0,530,3.96,3.98,2.42
4930,Premium,F,IF,61.5,58.0,1085,4.34,4.31,2.66
4931,,I,SI1,63.7,58.0,2352,5.72,5.77,3.66
4932,Ideal,E,VVS1,61.5,56.0,1400,4.83,4.86,2.98
4933,Very Good,G,SI2,61.6,57.0,7174,6.99,7.04,4.32
4934,Premium,G,SI2,59.6,61.0,3326,6.33,6.26,3.75
4935,Ideal,E,VVS1,62.4,56.0,800,4.16,4.14,2.59
4936,Ideal,G,VVS2,61.7,56.0,687,4.38,4.4,2.71
4937,,E,SI1,63.9,56.0,1155,5.04,4.97,3.2
4938,Ideal,D,VVS1,61.6,60.0,3155,5.34,5.35,3.29
4939,Very Good,G,SI2,63.4,57.0,2002,5.68,5.7,3.61
4940,Ideal,G,SI2,,55.0,5012,6.8,,4.2
4941,Premium,E,SI2,61.7,62.0,4654,6.54,6.49,4.02
4942,Ideal,I,VVS1,61.2,56.0,864,4.82,4.86,2.96
4943,Very Good,D,SI2,59.8,58.0,4564,6.55,6.6,3.93
4944,Fair,F,SI2,,56.0,5918,7.2,,4.67
4945,Ideal,I,VS1,61.5,56.0,6435,6.88,6.88,4.23
4946,Ideal,D,VS2,61.5,55.0,3980,5.79,5.82,3.57
4947,Very Good,E,SI1,63.1,56.0,693,4.45,4.42,2.8
4948,Very Good,H,SI2,59.5,59.0,3249,6.4,6.24,3.76
4949,Ideal,D,VS1,62.2,57.0,1067,4.63,4.66,2.89
4950,Ideal,D,VS2,,54.9,4378,6.03,,3.74
4951,,D,SI1,62.7,57.0,5670,6.34,6.36,3.98
4952,Premium,G,VS1,59.8,59.0,6353,6.51,6.49,3.89
4953,Ideal,J,SI1,62.1,58.0,6546,7.25,7.15,4.47
4954,Ideal,H,SI1,62.6,57.0,5127,6.48,6.5,4.06
4955,Ideal,E,SI1,,57.0,2993,5.84,,3.57
4956,Ideal,F,VS1,60.9,57.0,1104,4.88,4.84,2.96
4957,Premium,H,VS2,60.0,56.0,5677,6.73,6.67,4.02
4958,Premium,F,SI1,62.2,58.0,4862,6.56,6.52,4.07
4959,Ideal,H,SI1,63.1,57.0,4233,6.35,6.3,3.99
4960,Ideal,I,VS1,61.6,55.0,1219,4.9,4.91,3.02
4961,Premium,F,VVS2,62.6,56.0,2239,5.37,5.27,3.33
4962,,H,VS1,60.9,56.8,11558,7.37,7.41,4.5
4963,Premium,I,VVS1,60.9,58.0,842,4.76,4.76,2.9
4964,Very Good,E,VS1,,58.0,487,4.25,,2.56
4965,Ideal,E,SI2,,57.0,4585,6.35,,4.01
4966,Premium,J,SI1,59.1,59.0,5913,7.38,7.3,4.34
4967,Ideal,D,SI1,60.8,57.0,1403,5.14,5.16,3.13
4968,Premium,G,VVS2,62.2,61.0,1805,5.08,5.08,3.16
4969,Ideal,F,VS1,61.9,57.0,1103,4.81,4.79,2.97
4970,Premium,E,SI1,62.9,61.0,2592,5.71,5.58,3.55
4971,Premium,I,VS1,59.7,58.0,4987,6.81,6.75,4.05
4972,Ideal,E,SI1,61.3,57.0,3337,6.1,6.01,3.71
4973,Ideal,G,VVS1,62.2,57.0,1114,4.46,4.42,2.76
4974,,H,VS2,62.4,57.0,4415,6.54,6.48,4.06
4975,Ideal,D,SI1,61.8,55.0,990,4.78,4.74,2.94
4976,Very Good,G,SI2,62.0,58.0,3682,6.42,6.46,3.99
4977,Good,G,SI1,64.2,58.0,10427,7.13,7.19,4.6
4978,Very Good,I,VS2,62.8,56.0,408,4.26,4.27,2.68
4979,Premium,F,SI2,60.9,58.0,1263,5.29,5.26,3.21
4980,Very Good,D,VS2,63.4,56.0,2826,5.6,5.57,3.54
4981,Premium,G,VVS2,62.5,56.0,14855,7.49,7.4,4.65
4982,Premium,D,VS1,62.3,55.0,8334,6.47,6.38,4.0
4983,,F,SI1,60.3,58.0,4829,6.53,6.6,3.96
4984,Very Good,F,VS1,62.1,59.0,1180,4.85,4.81,3.0
4985,Ideal,G,VVS1,61.5,57.0,1357,4.95,4.9,3.03
4986,Ideal,F,SI1,61.7,55.0,1316,5.23,5.28,3.24
4987,Premium,G,VVS1,,59.0,1013,4.34,,2.66
4988,Premium,G,SI1,60.5,58.0,14128,7.87,7.83,4.75
4989,Fair,G,VVS2,65.0,58.0,1712,4.99,4.95,3.23
4990,Ideal,G,VS2,62.2,56.0,743,4.44,4.43,2.76
4991,Ideal,E,VS2,60.5,56.0,1892,5.14,5.2,3.13
4992,Ideal,G,SI1,62.2,55.0,11927,7.46,7.5,4.65
4993,Premium,F,SI2,61.7,58.0,4416,6.37,6.41,3.94
4994,Ideal,G,VVS1,62.1,55.0,1230,4.79,4.74,2.96
4995,Premium,F,SI1,60.8,59.0,550,4.42,4.46,2.7
4996,Very Good,I,SI1,61.5,58.0,9283,7.35,7.31,4.51
4997,Good,G,SI1,63.6,60.0,4828,6.68,6.72,4.26
4998,Ideal,E,VS1,60.2,57.0,734,4.39,4.42,2.65
4999,Ideal,G,VS1,62.6,54.4,8830,6.78,6.83,4.26
5000,Fair,J,SI2,65.7,57.0,5916,7.2,7.11,4.7
5001,Fair,H,VS1,66.4,63.0,2194,5.63,5.48,3.69
5002,Premium,I,SI1,62.0,59.0,5368,6.8,6.87,4.24
5003,Ideal,I,SI2,62.5,56.0,3276,6.38,6.36,3.98
5004,Very Good,G,SI1,60.0,63.0,900,4.81,4.75,2.87
5005,Very Good,E,SI1,62.0,60.0,526,4.22,4.27,2.63
5006,Premium,F,VS1,60.9,58.0,933,4.69,4.71,2.86
5007,Very Good,F,VS1,60.7,55.0,8528,6.7,6.72,4.07
5008,Ideal,H,VS1,62.2,56.0,3581,5.91,5.95,3.69
5009,Ideal,H,VVS2,61.1,57.0,776,4.32,4.32,2.64
5010,Ideal,E,VS2,62.4,56.0,912,4.71,4.75,2.95
5011,Good,E,VS2,63.6,57.0,5914,6.73,6.64,4.25
5012,Premium,G,VS2,61.9,59.0,5822,6.56,6.52,4.05
5013,Premium,H,SI2,59.9,62.0,3584,6.54,6.51,3.91
5014,Ideal,E,SI2,62.7,55.0,5005,6.62,6.61,4.15
5015,Good,G,SI1,63.8,58.0,507,4.41,4.43,2.82
5016,Premium,D,VS2,60.9,59.0,2019,5.38,5.32,3.26
5017,Ideal,G,VS2,62.0,53.0,765,4.53,4.47,2.79
5018,Very Good,H,SI2,62.2,59.0,3731,6.32,6.38,3.95
5019,Premium,H,SI1,62.7,58.0,876,4.74,4.73,2.97
5020,Premium,H,SI2,59.6,57.0,4004,6.8,6.73,4.03
5021,Very Good,G,VS2,59.1,58.0,3910,6.26,6.27,3.7
5022,Ideal,G,VVS1,61.0,57.0,842,4.41,4.44,2.7
5023,,E,VVS1,62.0,54.0,1183,4.67,4.71,2.91
5024,Premium,D,SI1,60.0,56.0,6115,6.64,6.6,3.97
5025,Very Good,H,SI2,60.8,60.0,4830,6.79,6.89,4.16
5026,Ideal,F,VVS2,62.2,54.0,1978,5.17,5.19,3.22
5027,Premium,I,SI1,61.7,56.0,1773,5.73,5.71,3.53
5028,Premium,H,SI1,61.9,58.0,4605,6.43,6.47,3.99
5029,Very Good,F,SI1,62.4,58.0,3045,5.83,5.86,3.65
5030,Ideal,H,VS2,62.7,56.0,6586,6.75,6.72,4.22
5031,,I,IF,59.0,61.0,694,4.48,4.57,2.67
5032,,F,VVS2,61.0,57.0,1141,4.81,4.86,2.95
5033,Premium,E,VS2,62.2,57.0,3025,5.89,5.79,3.63
5034,Good,H,VS2,63.3,58.0,473,4.26,4.27,2.7
5035,Ideal,H,VS2,62.5,57.0,2845,5.92,5.92,3.7
5036,Premium,H,VS2,58.7,62.0,4477,6.66,6.66,3.91
5037,Very Good,J,SI1,58.8,62.0,1829,6.01,6.03,3.54
5038,Very Good,F,VVS2,58.4,62.0,1117,4.76,4.79,2.79
5039,Fair,G,I1,68.0,63.0,1750,6.11,6.03,4.13
5040,Ideal,G,VVS2,61.4,56.0,1007,4.75,4.76,2.92
5041,Very Good,F,SI2,60.8,58.0,4284,6.43,6.57,3.95
5042,Very Good,D,SI2,60.3,63.0,3534,6.13,6.21,3.72
5043,Ideal,H,IF,60.1,57.0,816,4.39,4.39,2.64
5044,Good,H,SI1,63.3,61.0,3398,6.1,6.03,3.84
5045,Good,G,SI1,63.8,57.0,2651,5.85,5.81,3.72
5046,Very Good,E,SI1,63.3,56.0,3050,5.91,5.82,3.71
5047,Ideal,E,VS1,60.8,54.8,2061,5.36,5.4,3.27
5048,,G,VS1,62.4,58.0,10850,7.14,7.08,4.44
5049,Good,J,SI1,59.6,61.0,11703,8.08,8.13,4.83
5050,Ideal,I,SI2,,56.0,13574,8.04,,5.06
5051,Premium,G,SI1,63.1,59.0,2151,5.63,5.59,3.54
